"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"04.12.2020","19.758,26","19.459,73","19.808,62","19.459,73","","1,53%"
"03.12.2020","19.459,73","19.506,62","19.584,77","19.386,19","","-0,24%"
"02.12.2020","19.506,62","19.170,43","19.517,13","19.170,43","","1,75%"
"01.12.2020","19.170,43","18.858,00","19.170,70","18.858,00","","1,66%"
"30.11.2020","18.858,00","19.120,08","19.290,07","18.855,69","","-1,37%"
"27.11.2020","19.120,08","19.106,31","19.202,57","19.037,56","","0,07%"
"26.11.2020","19.106,31","18.986,22","19.208,71","18.986,22","","0,63%"
"25.11.2020","18.986,22","19.189,52","19.323,79","18.986,22","","-1,06%"
"24.11.2020","19.189,52","19.312,37","19.478,36","19.165,45","","-0,64%"
"23.11.2020","19.312,37","18.995,06","19.399,37","18.995,06","","1,67%"
"20.11.2020","18.995,06","19.003,20","19.062,75","18.872,36","","-0,04%"
"19.11.2020","19.003,20","19.197,63","19.252,00","18.990,72","","-1,01%"
"18.11.2020","19.197,63","18.778,32","19.197,63","18.778,32","","2,23%"
"17.11.2020","18.778,32","18.722,24","19.374,82","18.722,24","","0,30%"
"16.11.2020","18.722,24","17.982,45","18.728,83","17.982,45","","4,11%"
"13.11.2020","17.982,45","17.844,42","17.982,99","17.781,00","","0,77%"
"12.11.2020","17.844,42","17.828,75","18.039,91","17.823,42","","0,09%"
"11.11.2020","17.828,75","17.664,75","17.832,82","17.554,52","","0,93%"
"10.11.2020","17.664,75","17.953,53","17.953,53","17.573,89","","-1,61%"
"09.11.2020","17.953,53","17.718,04","18.009,62","17.718,04","","1,33%"
"06.11.2020","17.718,04","17.644,99","17.800,57","17.626,08","","0,41%"
"05.11.2020","17.644,99","17.589,97","17.645,11","17.450,85","","0,31%"
"04.11.2020","17.589,97","17.272,75","17.639,00","17.272,75","","1,84%"
"03.11.2020","17.272,75","17.058,21","17.346,47","17.058,21","","1,26%"
"02.11.2020","17.058,21","17.015,33","17.141,78","16.829,93","","0,25%"
"30.10.2020","17.015,33","17.229,19","17.229,19","17.015,33","","-1,24%"
"29.10.2020","17.229,19","17.449,54","17.449,54","17.113,24","","-1,26%"
"28.10.2020","17.449,54","17.565,55","17.569,52","17.405,15","","-0,66%"
"27.10.2020","17.565,55","17.640,88","17.640,88","17.479,30","","-0,43%"
"26.10.2020","17.640,88","17.685,64","17.793,93","17.640,33","","-0,25%"
"23.10.2020","17.685,64","17.773,83","17.879,57","17.666,16","","-0,50%"
"22.10.2020","17.773,83","17.703,82","17.775,12","17.594,85","","0,40%"
"21.10.2020","17.703,82","17.659,86","17.833,43","17.641,46","","0,25%"
"20.10.2020","17.659,86","17.829,55","17.829,55","17.655,81","","-0,95%"
"19.10.2020","17.829,55","17.546,53","17.837,36","17.546,53","","1,61%"
"16.10.2020","17.546,53","17.716,24","17.816,73","17.546,53","","-0,96%"
"15.10.2020","17.716,24","17.907,61","17.907,61","17.620,46","","-1,07%"
"14.10.2020","17.907,61","18.012,26","18.012,26","17.848,14","","-0,58%"
"13.10.2020","18.012,26","17.991,14","18.113,02","17.810,69","","0,12%"
"12.10.2020","17.991,14","17.706,31","18.064,14","17.706,31","","1,61%"
"08.10.2020","17.706,31","17.320,61","17.741,81","17.320,61","","2,23%"
"07.10.2020","17.320,61","17.145,02","17.394,23","16.994,70","","1,02%"
"06.10.2020","17.145,02","16.900,58","17.211,63","16.900,58","","1,45%"
"05.10.2020","16.900,58","16.927,06","17.114,66","16.871,62","","-0,16%"
"30.09.2020","16.927,06","16.829,57","17.004,38","16.817,28","","0,58%"
"29.09.2020","16.829,57","16.842,15","17.000,86","16.737,34","","-0,07%"
"28.09.2020","16.842,15","16.638,76","16.842,15","16.611,98","","2,21%"
"25.09.2020","16.477,60","16.519,02","16.713,54","16.352,30","","-0,25%"
"24.09.2020","16.519,02","16.935,36","16.935,36","16.517,98","","-2,46%"
"23.09.2020","16.935,36","17.001,05","17.095,28","16.863,26","","-0,39%"
"22.09.2020","17.001,05","17.136,45","17.149,48","16.970,85","","-0,79%"
"21.09.2020","17.136,45","17.295,22","17.482,03","17.135,76","","-0,92%"
"18.09.2020","17.295,22","17.388,11","17.431,95","17.227,38","","-0,53%"
"17.09.2020","17.388,11","17.697,61","17.697,61","17.323,94","","-1,75%"
"16.09.2020","17.697,61","17.298,88","17.840,32","17.298,88","","2,30%"
"15.09.2020","17.298,88","17.152,82","17.362,13","17.116,25","","0,85%"
"14.09.2020","17.152,82","16.944,37","17.181,99","16.930,79","","1,23%"
"11.09.2020","16.944,37","16.921,99","16.947,14","16.827,43","","0,13%"
"10.09.2020","16.921,99","16.674,44","16.932,94","16.674,44","","1,48%"
"09.09.2020","16.674,44","16.811,73","16.811,73","16.507,62","","-0,82%"
"08.09.2020","16.811,73","16.672,15","16.893,86","16.672,15","","0,84%"
"07.09.2020","16.672,15","16.771,59","16.901,19","16.632,75","","-0,59%"
"04.09.2020","16.771,59","17.010,99","17.010,99","16.657,54","","-1,41%"
"03.09.2020","17.010,99","16.891,07","17.160,78","16.891,07","","0,71%"
"02.09.2020","16.891,07","16.907,90","17.151,45","16.797,09","","-0,10%"
"01.09.2020","16.907,90","16.586,99","16.908,79","16.586,99","","1,93%"
"31.08.2020","16.586,99","16.911,91","17.074,26","16.586,82","","-1,92%"
"28.08.2020","16.911,91","17.160,70","17.160,70","16.779,05","","-1,45%"
"27.08.2020","17.160,70","17.147,11","17.505,80","17.147,11","","0,08%"
"26.08.2020","17.147,11","16.954,62","17.147,11","16.925,58","","1,14%"
"25.08.2020","16.954,62","16.740,46","17.019,87","16.740,46","","1,28%"
"24.08.2020","16.740,46","16.632,67","16.941,88","16.613,40","","0,65%"
"21.08.2020","16.632,67","16.240,67","16.715,81","16.240,67","","2,41%"
"20.08.2020","16.240,67","16.838,21","16.838,21","15.807,15","","-3,55%"
"19.08.2020","16.838,21","17.045,24","17.185,93","16.838,21","","-1,21%"
"18.08.2020","17.045,24","17.274,27","17.325,69","17.011,66","","-1,33%"
"17.08.2020","17.274,27","16.975,60","17.274,67","16.959,92","","1,76%"
"14.08.2020","16.975,60","16.992,72","17.000,68","16.807,92","","-0,10%"
"13.08.2020","16.992,72","16.677,88","17.015,55","16.677,88","","1,89%"
"12.08.2020","16.677,88","17.029,99","17.029,99","16.668,29","","-2,07%"
"11.08.2020","17.029,99","17.263,34","17.263,34","17.028,31","","-1,35%"
"10.08.2020","17.263,34","17.198,00","17.366,46","17.036,98","","0,38%"
"07.08.2020","17.198,00","17.361,68","17.361,68","17.056,48","","-0,94%"
"06.08.2020","17.361,68","17.152,74","17.458,28","17.152,74","","1,22%"
"05.08.2020","17.152,74","17.017,91","17.276,97","17.017,91","","0,79%"
"04.08.2020","17.017,91","16.633,15","17.020,10","16.633,15","","2,31%"
"03.08.2020","16.633,15","16.944,39","16.944,39","16.613,98","","-1,84%"
"31.07.2020","16.944,39","17.150,72","17.150,72","16.882,59","","-1,20%"
"30.07.2020","17.150,72","16.750,44","17.342,15","16.750,44","","2,39%"
"29.07.2020","16.750,44","17.093,47","17.093,47","16.629,94","","-2,01%"
"28.07.2020","17.093,47","16.899,52","18.253,56","16.899,52","","1,15%"
"27.07.2020","16.899,52","15.668,19","16.927,00","15.668,19","","7,86%"
"24.07.2020","15.668,19","15.617,87","16.036,01","15.540,62","","0,32%"
"23.07.2020","15.617,87","15.622,60","15.653,39","15.486,91","","-0,03%"
"22.07.2020","15.622,60","15.514,19","15.667,85","15.456,69","","0,70%"
"21.07.2020","15.514,19","14.911,47","15.634,01","14.911,47","","4,04%"
"20.07.2020","14.911,47","14.929,23","15.032,21","14.743,27","","-0,12%"
"17.07.2020","14.929,23","14.660,97","15.005,82","14.660,97","","1,83%"
"16.07.2020","14.660,97","14.831,91","14.831,91","14.540,38","","-1,15%"
"15.07.2020","14.831,91","14.888,36","15.093,77","14.766,42","","-0,38%"
"14.07.2020","14.888,36","14.687,12","14.910,27","14.649,06","","1,37%"
"13.07.2020","14.687,12","14.455,38","14.689,06","14.455,38","","1,60%"
"10.07.2020","14.455,38","14.448,11","14.667,74","14.362,87","","0,05%"
"09.07.2020","14.448,11","14.327,51","14.552,91","14.327,51","","0,84%"
"08.07.2020","14.327,51","14.168,63","14.379,36","14.147,25","","1,12%"
"07.07.2020","14.168,63","14.144,51","14.433,98","14.096,00","","0,17%"
"06.07.2020","14.144,51","13.809,28","14.144,58","13.809,28","","2,43%"
"03.07.2020","13.809,28","13.535,70","13.810,94","13.535,70","","2,02%"
"02.07.2020","13.535,70","13.350,16","13.540,76","13.350,16","","1,39%"
"01.07.2020","13.350,16","13.177,35","13.389,89","13.177,35","","1,31%"
"30.06.2020","13.177,35","13.113,14","13.212,15","13.089,03","","0,49%"
"29.06.2020","13.113,14","13.327,63","13.327,63","13.048,31","","-1,61%"
"24.06.2020","13.327,63","13.248,86","13.401,22","13.248,86","","0,59%"
"23.06.2020","13.248,86","13.164,59","13.337,72","13.145,03","","0,64%"
"22.06.2020","13.164,59","13.156,53","13.289,00","13.149,97","","0,06%"
"19.06.2020","13.156,53","13.087,43","13.171,20","13.073,40","","0,53%"
"18.06.2020","13.087,43","13.072,11","13.104,04","13.008,85","","0,12%"
"17.06.2020","13.072,11","13.070,68","13.148,07","13.007,14","","0,01%"
"16.06.2020","13.070,68","12.827,62","13.103,93","12.827,62","","1,89%"
"15.06.2020","12.827,62","13.046,82","13.106,23","12.793,96","","-1,68%"
"12.06.2020","13.046,82","13.200,29","13.200,29","12.859,02","","-1,16%"
"11.06.2020","13.200,29","13.301,72","13.460,50","13.147,63","","-0,76%"
"10.06.2020","13.301,72","13.167,19","13.346,61","13.138,94","","1,02%"
"09.06.2020","13.167,19","13.149,77","13.168,62","13.004,25","","0,13%"
"08.06.2020","13.149,77","12.950,51","13.194,46","12.950,51","","1,54%"
"05.06.2020","12.950,51","12.757,50","12.963,55","12.757,50","","1,51%"
"04.06.2020","12.757,50","12.596,73","12.771,10","12.596,73","","1,28%"
"03.06.2020","12.596,73","12.409,95","12.603,21","12.409,95","","1,51%"
"02.06.2020","12.409,95","12.343,99","12.459,51","12.343,99","","0,53%"
"01.06.2020","12.343,99","12.209,16","12.397,08","12.209,16","","1,10%"
"29.05.2020","12.209,16","12.248,74","12.248,74","12.099,80","","-0,32%"
"28.05.2020","12.248,74","12.320,85","12.421,54","12.196,73","","-0,59%"
"27.05.2020","12.320,85","12.285,56","12.390,64","12.272,50","","0,29%"
"26.05.2020","12.285,56","12.160,12","12.365,33","12.160,12","","1,03%"
"25.05.2020","12.160,12","12.104,69","12.183,73","11.986,99","","0,46%"
"22.05.2020","12.104,69","12.354,25","12.354,25","12.068,91","","-2,02%"
"21.05.2020","12.354,25","12.225,82","12.379,98","12.225,82","","1,05%"
"20.05.2020","12.225,82","12.140,15","12.239,29","12.120,20","","0,71%"
"19.05.2020","12.140,15","12.030,96","12.244,20","12.030,96","","0,91%"
"18.05.2020","12.030,96","12.237,27","12.237,27","12.030,96","","-1,69%"
"15.05.2020","12.237,27","12.100,79","12.295,84","12.091,29","","1,13%"
"14.05.2020","12.100,79","12.274,95","12.274,95","12.089,95","","-1,42%"
"13.05.2020","12.274,95","12.169,25","12.275,10","12.089,86","","0,87%"
"12.05.2020","12.169,25","12.364,63","12.364,63","12.153,82","","-1,58%"
"11.05.2020","12.364,63","12.235,81","12.389,20","12.235,81","","1,05%"
"08.05.2020","12.235,81","12.211,88","12.336,77","12.190,06","","0,20%"
"07.05.2020","12.211,88","12.130,30","12.272,66","12.106,30","","0,67%"
"06.05.2020","12.130,30","12.100,99","12.152,34","12.001,68","","0,24%"
"05.05.2020","12.100,99","12.078,13","12.183,18","12.076,25","","0,19%"
"04.05.2020","12.078,13","12.449,38","12.449,38","12.043,66","","-2,98%"
"30.04.2020","12.449,38","12.219,90","12.462,69","12.219,90","","1,88%"
"29.04.2020","12.219,90","12.068,17","12.284,43","12.068,17","","1,26%"
"28.04.2020","12.068,17","12.103,41","12.118,71","11.969,26","","-0,29%"
"27.04.2020","12.103,41","11.888,15","12.124,01","11.888,15","","1,81%"
"24.04.2020","11.888,15","11.932,69","11.980,34","11.878,59","","-0,37%"
"23.04.2020","11.932,69","11.852,51","12.084,26","11.850,93","","0,68%"
"22.04.2020","11.852,51","11.873,88","11.881,35","11.694,91","","-0,18%"
"21.04.2020","11.873,88","12.235,20","12.235,20","11.838,27","","-2,95%"
"20.04.2020","12.235,20","12.310,07","12.391,57","12.176,46","","-0,61%"
"17.04.2020","12.310,07","11.691,27","12.391,62","11.691,27","","5,29%"
"16.04.2020","11.691,27","11.738,60","11.763,09","11.585,80","","-0,40%"
"15.04.2020","11.738,60","11.646,21","11.774,51","11.646,21","","0,79%"
"14.04.2020","11.646,21","11.367,37","11.663,63","11.367,37","","2,45%"
"13.04.2020","11.367,37","11.397,89","11.473,24","11.347,51","","-0,27%"
"10.04.2020","11.397,89","11.497,74","11.497,74","11.368,71","","-0,87%"
"09.04.2020","11.497,74","11.562,46","11.687,99","11.469,67","","-0,56%"
"08.04.2020","11.562,46","11.481,45","11.596,03","11.479,21","","0,71%"
"07.04.2020","11.481,45","11.225,62","11.548,93","11.225,62","","2,28%"
"06.04.2020","11.225,62","11.014,69","11.225,62","11.007,11","","1,91%"
"01.04.2020","11.014,69","11.063,05","11.125,42","11.014,69","","-0,44%"
"31.03.2020","11.063,05","10.865,70","11.113,09","10.865,70","","1,82%"
"30.03.2020","10.865,70","11.036,61","11.036,61","10.661,83","","-1,55%"
"27.03.2020","11.036,61","11.227,24","11.502,75","11.033,85","","-1,70%"
"26.03.2020","11.227,24","11.078,22","11.231,40","11.014,48","","1,35%"
"25.03.2020","11.078,22","10.679,84","11.215,19","10.679,84","","3,73%"
"24.03.2020","10.679,84","10.160,80","10.894,69","10.160,80","","5,11%"
"23.03.2020","10.160,80","10.678,42","10.678,42","10.024,85","","-4,85%"
"20.03.2020","10.678,42","9.892,64","10.708,25","9.892,64","","7,94%"
"19.03.2020","9.892,64","10.451,94","10.451,94","9.512,98","","-5,35%"
"18.03.2020","10.451,94","10.748,83","10.907,42","10.451,94","","-2,76%"
"17.03.2020","10.748,83","11.052,70","11.078,38","10.642,00","","-2,75%"
"16.03.2020","11.052,70","11.577,08","11.627,33","11.039,94","","-4,53%"
"13.03.2020","11.577,08","11.740,84","11.740,84","10.890,09","","-1,39%"
"12.03.2020","11.740,84","12.164,12","12.164,12","11.527,18","","-3,48%"
"11.03.2020","12.164,12","12.356,63","12.491,79","12.163,40","","-1,56%"
"10.03.2020","12.356,63","12.303,97","12.417,66","12.128,40","","0,43%"
"09.03.2020","12.303,97","12.692,07","12.692,07","12.303,97","","-3,06%"
"06.03.2020","12.692,07","12.975,88","12.975,88","12.692,07","","-2,19%"
"05.03.2020","12.975,88","12.839,17","13.045,20","12.839,17","","1,06%"
"04.03.2020","12.839,17","12.726,37","12.861,96","12.693,16","","0,89%"
"03.03.2020","12.726,37","12.481,70","12.826,13","12.481,70","","1,96%"
"02.03.2020","12.481,70","12.657,48","12.691,07","12.348,06","","-1,39%"
"27.02.2020","12.657,48","12.824,92","12.876,71","12.637,15","","-1,31%"
"26.02.2020","12.824,92","12.968,05","12.968,05","12.768,11","","-1,10%"
"25.02.2020","12.968,05","12.926,71","13.022,68","12.800,60","","0,32%"
"24.02.2020","12.926,71","13.122,40","13.122,40","12.908,86","","-1,49%"
"21.02.2020","13.122,40","13.173,35","13.204,54","13.062,70","","-0,39%"
"20.02.2020","13.173,35","13.198,82","13.302,05","13.139,47","","-0,19%"
"19.02.2020","13.198,82","13.054,89","13.238,49","13.054,89","","1,10%"
"18.02.2020","13.054,89","13.362,58","13.362,58","13.052,97","","-2,30%"
"17.02.2020","13.362,58","13.500,19","13.500,19","13.326,38","","-1,02%"
"14.02.2020","13.500,19","13.501,95","13.568,21","13.481,35","","-0,01%"
"13.02.2020","13.501,95","13.492,15","13.616,22","13.492,15","","0,07%"
"12.02.2020","13.492,15","13.341,67","13.534,45","13.341,67","","1,13%"
"11.02.2020","13.341,67","13.177,76","13.375,56","13.177,76","","1,24%"
"10.02.2020","13.177,76","13.205,55","13.212,79","12.940,91","","-0,21%"
"07.02.2020","13.205,55","13.380,12","13.380,12","13.147,10","","-1,30%"
"06.02.2020","13.380,12","13.159,48","13.381,37","13.159,48","","1,68%"
"05.02.2020","13.159,48","13.090,24","13.235,87","13.052,98","","-2,53%"
"17.01.2020","13.501,74","13.531,76","13.584,10","13.461,48","","-0,22%"
"16.01.2020","13.531,76","13.678,46","13.678,46","13.393,14","","-1,07%"
"15.01.2020","13.678,46","13.860,43","13.860,43","13.598,41","","-1,31%"
"14.01.2020","13.860,43","13.725,41","13.874,45","13.725,41","","0,98%"
"13.01.2020","13.725,41","13.639,79","13.739,11","13.630,85","","0,63%"
"10.01.2020","13.639,79","13.586,88","13.713,45","13.515,65","","0,39%"
"09.01.2020","13.586,88","13.291,75","13.600,49","13.291,75","","2,22%"
"08.01.2020","13.291,75","13.288,42","13.413,66","13.146,17","","0,03%"
"07.01.2020","13.288,42","13.362,77","13.421,84","13.176,54","","-0,56%"
"06.01.2020","13.362,77","13.642,32","13.642,32","13.362,15","","-2,05%"
"03.01.2020","13.642,32","13.659,01","13.856,82","13.493,17","","-0,12%"
"02.01.2020","13.659,01","13.413,15","13.663,01","13.413,15","","1,83%"
"31.12.2019","13.413,15","13.536,93","13.536,93","13.413,15","","-0,91%"
"30.12.2019","13.536,93","13.653,07","13.677,23","13.520,93","","-0,85%"
"27.12.2019","13.653,07","13.489,85","13.665,39","13.489,85","","1,21%"
"26.12.2019","13.489,85","13.501,59","13.528,36","13.450,90","","-0,09%"
"25.12.2019","13.501,59","13.450,43","13.552,76","13.423,39","","0,38%"
"24.12.2019","13.450,43","13.535,17","13.547,51","13.450,43","","-0,63%"
"23.12.2019","13.535,17","13.381,66","13.535,17","13.381,66","","1,15%"
"20.12.2019","13.381,66","13.582,89","13.582,89","13.356,24","","-1,48%"
"19.12.2019","13.582,89","13.880,51","13.880,51","13.575,31","","-2,14%"
"18.12.2019","13.880,51","13.895,05","13.895,05","13.778,50","","-0,10%"
"17.12.2019","13.895,05","13.572,62","13.895,05","13.555,62","","2,38%"
"16.12.2019","13.572,62","13.617,21","13.634,85","13.544,94","","-0,33%"
"13.12.2019","13.617,21","13.384,09","13.756,09","13.384,09","","1,74%"
"12.12.2019","13.384,09","13.003,59","13.478,90","13.003,59","","2,93%"
"11.12.2019","13.003,59","12.829,32","13.003,68","12.811,63","","1,36%"
"10.12.2019","12.829,32","12.888,21","12.888,21","12.791,13","","-0,46%"
"09.12.2019","12.888,21","12.757,58","12.912,34","12.757,58","","1,02%"
"06.12.2019","12.757,58","12.739,37","12.881,19","12.697,43","","0,14%"
"05.12.2019","12.739,37","12.542,19","12.739,37","12.542,19","","1,57%"
"04.12.2019","12.542,19","12.557,81","12.557,81","12.459,32","","-0,12%"
"03.12.2019","12.557,81","12.542,50","12.564,13","12.462,25","","0,12%"
"02.12.2019","12.542,50","12.489,64","12.569,36","12.489,64","","0,42%"
"29.11.2019","12.489,64","12.665,00","12.673,56","12.486,91","","-1,38%"
"28.11.2019","12.665,00","12.702,34","12.742,14","12.623,93","","-0,29%"
"27.11.2019","12.702,34","12.584,22","12.718,42","12.584,22","","0,94%"
"26.11.2019","12.584,22","12.581,20","12.702,03","12.581,20","","0,02%"
"25.11.2019","12.581,20","12.635,45","12.707,47","12.579,32","","-0,43%"
"22.11.2019","12.635,45","12.660,27","12.675,74","12.593,75","","-0,20%"
"21.11.2019","12.660,27","12.771,56","12.771,56","12.515,71","","-0,87%"
"20.11.2019","12.771,56","12.814,44","12.814,44","12.714,73","","-0,33%"
"19.11.2019","12.814,44","12.677,90","12.814,50","12.669,19","","1,08%"
"18.11.2019","12.677,90","12.535,02","12.677,90","12.535,02","","0,86%"
"07.11.2019","12.569,92","12.661,24","12.661,24","12.486,09","","-0,72%"
"06.11.2019","12.661,24","12.636,86","12.678,90","12.549,92","","0,19%"
"05.11.2019","12.636,86","12.494,66","12.636,91","12.494,66","","1,14%"
"04.11.2019","12.494,66","12.225,30","12.520,80","12.225,30","","2,20%"
"01.11.2019","12.225,30","12.200,39","12.237,37","12.147,15","","0,20%"
"31.10.2019","12.200,39","12.213,75","12.294,33","12.199,74","","-0,11%"
"30.10.2019","12.213,75","12.180,40","12.213,77","12.117,21","","0,27%"
"29.10.2019","12.180,40","12.064,32","12.202,56","12.064,32","","0,96%"
"28.10.2019","12.064,32","12.024,12","12.095,03","12.024,12","","0,33%"
"25.10.2019","12.024,12","12.027,26","12.084,80","11.998,17","","-0,03%"
"24.10.2019","12.027,26","11.987,63","12.049,06","11.948,98","","0,33%"
"23.10.2019","11.987,63","11.980,18","12.005,09","11.900,23","","0,06%"
"22.10.2019","11.980,18","11.847,66","11.983,79","11.847,66","","1,12%"
"21.10.2019","11.847,66","11.933,38","11.933,38","11.802,93","","-0,72%"
"18.10.2019","11.933,38","11.946,60","12.032,64","11.875,48","","-0,11%"
"17.10.2019","11.946,60","11.990,35","11.990,35","11.885,08","","-0,36%"
"16.10.2019","11.990,35","11.902,46","12.056,09","11.895,03","","0,74%"
"15.10.2019","11.902,46","11.807,59","11.986,23","11.807,59","","0,80%"
"14.10.2019","11.807,59","11.536,47","11.866,65","11.536,47","","2,35%"
"09.10.2019","11.536,47","11.731,31","11.731,31","11.536,42","","-1,66%"
"08.10.2019","11.731,31","11.484,58","11.731,48","11.484,58","","2,15%"
"07.10.2019","11.484,58","11.432,08","11.535,21","11.432,08","","0,46%"
"04.10.2019","11.432,08","11.405,98","11.533,46","11.371,23","","0,23%"
"03.10.2019","11.405,98","11.487,57","11.487,57","11.286,51","","-0,71%"
"02.10.2019","11.487,57","11.508,54","11.524,41","11.466,87","","-0,18%"
"01.10.2019","11.508,54","11.238,10","11.517,00","11.238,10","","2,41%"
"27.09.2019","11.238,10","11.177,63","11.307,38","11.177,63","","0,54%"
"26.09.2019","11.177,63","11.136,66","11.259,71","11.126,39","","0,37%"
"25.09.2019","11.136,66","11.147,97","11.147,97","11.039,80","","-0,10%"
"24.09.2019","11.147,97","11.109,76","11.171,25","11.057,68","","0,34%"
"23.09.2019","11.109,76","11.100,28","11.117,03","11.061,59","","0,09%"
"20.09.2019","11.100,28","11.099,54","11.153,86","11.089,93","","0,01%"
"19.09.2019","11.099,54","11.164,56","11.208,21","11.072,49","","-0,58%"
"18.09.2019","11.164,56","11.097,69","11.244,83","11.097,69","","0,60%"
"17.09.2019","11.097,69","11.096,82","11.136,06","11.076,88","","0,01%"
"16.09.2019","11.096,82","11.003,24","11.096,86","10.968,89","","0,85%"
"12.09.2019","11.003,24","11.004,14","11.100,89","10.967,43","","-0,01%"
"11.09.2019","11.004,14","10.949,29","11.053,29","10.922,48","","0,50%"
"10.09.2019","10.949,29","11.069,72","11.069,72","10.916,65","","-1,09%"
"09.09.2019","11.069,72","11.015,09","11.119,51","11.015,09","","0,50%"
"06.09.2019","11.015,09","10.971,83","11.054,22","10.971,83","","0,39%"
"05.09.2019","10.971,83","10.795,86","10.981,69","10.795,86","","1,63%"
"04.09.2019","10.795,86","10.657,57","10.810,41","10.657,57","","1,30%"
"03.09.2019","10.657,57","10.802,44","10.820,12","10.630,99","","-1,34%"
"02.09.2019","10.802,44","10.822,56","10.822,56","10.754,64","","-0,19%"
"30.08.2019","10.822,56","10.628,17","10.822,60","10.628,17","","1,83%"
"29.08.2019","10.628,17","10.557,59","10.629,42","10.522,48","","0,67%"
"28.08.2019","10.557,59","10.451,45","10.581,76","10.451,45","","1,02%"
"27.08.2019","10.451,45","10.384,56","10.487,92","10.384,56","","0,64%"
"26.08.2019","10.384,56","10.600,46","10.600,46","10.373,11","","-2,04%"
"23.08.2019","10.600,46","10.599,75","10.626,69","10.561,13","","0,01%"
"22.08.2019","10.599,75","10.621,31","10.734,07","10.591,39","","-0,20%"
"21.08.2019","10.621,31","10.627,46","10.667,46","10.580,15","","-0,06%"
"20.08.2019","10.627,46","10.556,67","10.634,79","10.556,67","","0,67%"
"19.08.2019","10.556,67","10.407,29","10.588,54","10.407,29","","1,44%"
"16.08.2019","10.407,29","10.310,72","10.475,72","10.310,72","","0,94%"
"15.08.2019","10.310,72","10.389,43","10.389,43","10.229,04","","-0,76%"
"14.08.2019","10.389,43","10.278,52","10.536,70","10.278,52","","1,08%"
"13.08.2019","10.278,52","10.441,57","10.441,57","10.278,28","","-1,56%"
"12.08.2019","10.441,57","10.491,04","10.519,76","10.413,06","","-0,47%"
"08.08.2019","10.491,04","10.317,63","10.503,90","10.314,44","","1,68%"
"07.08.2019","10.317,63","10.313,36","10.392,81","10.271,29","","0,04%"
"06.08.2019","10.313,36","10.274,29","10.366,83","10.004,53","","0,38%"
"05.08.2019","10.274,29","10.466,34","10.468,79","10.248,08","","-1,83%"
"02.08.2019","10.466,34","10.658,39","10.658,39","10.421,18","","-1,80%"
"01.08.2019","10.658,39","10.773,75","10.773,75","10.632,61","","-1,07%"
"31.07.2019","10.773,75","10.822,22","10.822,22","10.669,93","","-0,45%"
"30.07.2019","10.822,22","10.856,80","10.931,55","10.806,72","","-0,32%"
"29.07.2019","10.856,80","10.855,63","10.887,92","10.794,95","","0,01%"
"26.07.2019","10.855,63","10.989,34","10.989,34","10.853,41","","-1,22%"
"25.07.2019","10.989,34","10.970,73","10.990,99","10.880,50","","0,17%"
"24.07.2019","10.970,73","10.949,85","11.023,43","10.918,51","","0,19%"
"23.07.2019","10.949,85","10.928,43","11.023,92","10.895,72","","0,20%"
"22.07.2019","10.928,43","10.873,09","10.928,94","10.860,22","","1,51%"
"19.07.2019","10.766,10","10.588,47","10.833,90","10.588,47","","1,68%"
"18.07.2019","10.588,47","10.566,83","10.614,74","10.550,07","","0,20%"
"17.07.2019","10.566,83","10.697,07","10.697,07","10.538,27","","-1,22%"
"16.07.2019","10.697,07","10.663,41","10.716,73","10.633,90","","0,32%"
"15.07.2019","10.663,41","10.532,91","10.664,87","10.484,41","","1,24%"
"12.07.2019","10.532,91","10.535,74","10.584,11","10.507,23","","-0,03%"
"11.07.2019","10.535,74","10.427,26","10.543,50","10.427,26","","1,04%"
"10.07.2019","10.427,26","10.239,83","10.431,01","10.239,83","","1,83%"
"09.07.2019","10.239,83","10.271,05","10.274,14","10.205,80","","-0,30%"
"08.07.2019","10.271,05","10.325,22","10.338,76","10.206,70","","-0,52%"
"05.07.2019","10.325,22","10.341,46","10.388,46","10.266,82","","-0,16%"
"04.07.2019","10.341,46","10.284,31","10.378,68","10.284,31","","0,56%"
"03.07.2019","10.284,31","10.503,57","10.503,57","10.262,81","","-2,09%"
"02.07.2019","10.503,57","10.482,16","10.525,85","10.442,34","","0,20%"
"01.07.2019","10.482,16","10.146,19","10.530,33","10.146,19","","3,31%"
"28.06.2019","10.146,19","10.205,40","10.240,50","10.113,64","","-0,58%"
"27.06.2019","10.205,40","9.985,52","10.243,10","9.985,52","","2,20%"
"26.06.2019","9.985,52","10.089,99","10.089,99","9.966,43","","-1,04%"
"25.06.2019","10.089,99","10.193,77","10.212,03","10.055,19","","-1,02%"
"24.06.2019","10.193,77","10.397,26","10.397,26","10.133,17","","-1,96%"
"21.06.2019","10.397,26","10.290,59","10.403,55","10.290,59","","1,04%"
"20.06.2019","10.290,59","10.251,48","10.310,73","10.168,32","","0,38%"
"19.06.2019","10.251,48","9.941,78","10.254,32","9.941,78","","3,12%"
"18.06.2019","9.941,78","9.856,54","9.941,78","9.856,54","","0,86%"
"17.06.2019","9.856,54","9.966,68","9.966,68","9.796,38","","-1,11%"
"14.06.2019","9.966,68","10.098,86","10.098,86","9.964,38","","-1,31%"
"13.06.2019","10.098,86","10.274,78","10.274,78","10.095,35","","-1,71%"
